1.5 	 38 	 0.00180737
2 	 40 	 0.00185633
2.5 	 68 	 0.100368
3 	 123 	 0.0645204
3.5 	 88 	 0.055805
4 	 102 	 0.124294
4.5 	 54 	 0.0258667
5 	 82 	 0.00570599
5.5 	 70 	 0.0211108
6 	 98 	 0.144337
6.5 	 61 	 0.0513681
7 	 71 	 0.0389926
7.5 	 91 	 0.104264
8 	 120 	 0.195035
8.5 	 54 	 0.028806
9 	 64 	 0.0986073
9.5 	 43 	 0.0329899
10 	 70 	 0.0555981
10.5 	 74 	 0.0736901
11 	 70 	 0.172077
11.5 	 51 	 0.107792
12 	 20 	 0.00028655
12.5 	 20 	 0.0008835
13 	 26 	 0.0710772
13.5 	 39 	 0.344634
14 	 26 	 0.0108101
14.5 	 23 	 0.0100565
15 	 45 	 0.153905
15.5 	 25 	 0.0942275
16 	 23 	 0.0222713
16.5 	 33 	 0.232373
17 	 64 	 0.15214
17.5 	 31 	 0.249924
18 	 26 	 0.244371
18.5 	 48 	 0.24192
19 	 81 	 0.175219
19.5 	 44 	 0.0576392
20 	 36 	 0.130264
20.5 	 21 	 0.0883574
21 	 17 	 0.0126946
21.5 	 8 	 0.083625
22 	 7 	 0.03652
22.5 	 54 	 0.0135044
23 	 44 	 0.0629207
23.5 	 79 	 0.289175
24 	 83 	 0.139585
24.5 	 40 	 0.0288582
25 	 36 	 0.0181045
25.5 	 63 	 0.0371159
26 	 38 	 0.00884771
26.5 	 14 	 0.00877907
27 	 26 	 0.0349505
27.5 	 27 	 0.00396448
28 	 33 	 0.0069237
28.5 	 33 	 0.0343747
29 	 40 	 0.0328028
29.5 	 32 	 0.102776
30 	 47 	 0.0230733
30.5 	 41 	 0.0271187
31 	 31 	 0.00464903
31.5 	 26 	 0.00654869
32 	 28 	 0.006441
32.5 	 50 	 0.0036235
33 	 26 	 0.004849
33.5 	 21 	 0.00219886
34 	 23 	 0.0052643
34.5 	 34 	 0.00803474
35 	 22 	 0.00291882
35.5 	 21 	 0.00446857
36 	 22 	 0.045362
36.5 	 48 	 0.0901628
37 	 34 	 0.0381207
37.5 	 38 	 0.00467055
38 	 47 	 0.00460157
38.5 	 41 	 0.00797866
39 	 36 	 0.00328164
39.5 	 32 	 0.132114
40 	 64 	 0.00744681
40.5 	 67 	 0.0161633
41 	 47 	 0.0106236
41.5 	 43 	 0.0286057
42 	 83 	 0.00803336
42.5 	 54 	 0.171805
43 	 43 	 0.0685364
43.5 	 33 	 0.00233155
44 	 20 	 0.00028615
44.5 	 20 	 0.000286
45 	 30 	 0.000754033
45.5 	 41 	 0.000603171
46 	 40 	 0.00065375
46.5 	 40 	 0.000995025
47 	 40 	 0.0015198
47.5 	 44 	 0.002658
48 	 39 	 0.00550862
48.5 	 40 	 0.0016717
49 	 41 	 0.00176359
49.5 	 38 	 0.00757676
50 	 69 	 0.00876941
50.5 	 85 	 0.0156978
51 	 43 	 0.00515335
51.5 	 40 	 0.00376865
52 	 31 	 0.00195519
52.5 	 26 	 0.00244819
53 	 24 	 0.00314413
53.5 	 20 	 0.0017022
54 	 20 	 0.00373595
54.5 	 24 	 0.0454862
55 	 20 	 0.00061045
55.5 	 20 	 0.0018373
56 	 19 	 0.00234511
56.5 	 19 	 0.00213021
57 	 19 	 0.00369674
57.5 	 20 	 0.0076286
58 	 9 	 0.0101619
58.5 	 2 	 0.0070065
59 	 0 	 0
59.5 	 0 	 0
60 	 0 	 0
60.5 	 0 	 0
61 	 0 	 0
61.5 	 0 	 0
62 	 0 	 0
62.5 	 0 	 0
63 	 32 	 0.00515516
63.5 	 43 	 0.00341205
64 	 40 	 0.00131805
64.5 	 40 	 0.0012018
65 	 40 	 0.00117793
65.5 	 40 	 0.00178405
66 	 40 	 0.00204135
66.5 	 40 	 0.0016727
67 	 40 	 0.00102645
67.5 	 33 	 0.001046
68 	 47 	 0.00102583
68.5 	 40 	 0.00107293
69 	 40 	 0.0004158
69.5 	 40 	 0.0011349
70 	 40 	 0.0015252
70.5 	 31 	 0.00158823
71 	 46 	 0.00353454
71.5 	 43 	 0.00302919
72 	 37 	 0.00240208
72.5 	 21 	 0.000567238
73 	 20 	 0.00058355
73.5 	 44 	 0.0558473
