129 	 20 	 0.0002862
129.5 	 20 	 0.0002861
130 	 33 	 0.138869
130.5 	 20 	 0.00028655
131 	 20 	 0.0002869
131.5 	 27 	 0.0241319
132 	 20 	 0.0002864
132.5 	 20 	 0.0002867
133 	 20 	 0.0002869
133.5 	 20 	 0.0002869
134 	 20 	 0.000287
134.5 	 20 	 0.00028695
135 	 20 	 0.00028695
135.5 	 20 	 0.000287
136 	 20 	 0.0002869
136.5 	 20 	 0.00028665
137 	 20 	 0.000286
137.5 	 20 	 0.00028665
138 	 20 	 0.0002861
138.5 	 20 	 0.000286
139 	 34 	 0.0168854
139.5 	 35 	 0.0370635
140 	 20 	 0.0002861
140.5 	 20 	 0.0002869
141 	 20 	 0.00028605
141.5 	 20 	 0.00037225
142 	 20 	 0.0015537
142.5 	 20 	 0.00147755
143 	 36 	 0.00640956
143.5 	 40 	 0.00373785
144 	 31 	 0.0131995
144.5 	 20 	 0.00034255
145 	 20 	 0.000286
145.5 	 26 	 0.000286462
146 	 40 	 0.0002865
146.5 	 41 	 0.00110202
147 	 62 	 0.123325
147.5 	 46 	 0.00874185
148 	 40 	 0.00129793
148.5 	 40 	 0.000465275
149 	 104 	 0.000519779
149.5 	 43 	 0.027464
150 	 47 	 0.00985172
150.5 	 56 	 0.0102303
151 	 44 	 0.00549477
151.5 	 38 	 0.00222645
152 	 28 	 0.00249618
152.5 	 23 	 0.00422335
153 	 64 	 0.0362148
153.5 	 39 	 0.0144546
154 	 52 	 0.00985687
154.5 	 46 	 0.0477692
155 	 33 	 0.00667479
155.5 	 26 	 0.0256971
156 	 61 	 0.012113
156.5 	 40 	 0.0018128
157 	 40 	 0.00336322
157.5 	 40 	 0.00427827
158 	 40 	 0.0033869
158.5 	 39 	 0.00266136
159 	 39 	 0.0107767
159.5 	 42 	 0.00697993
160 	 40 	 0.0048178
160.5 	 39 	 0.0190257
161 	 41 	 0.0326727
161.5 	 40 	 0.0230439
162 	 43 	 0.0151923
162.5 	 56 	 0.0900324
163 	 49 	 0.0056401
163.5 	 43 	 0.00740423
164 	 40 	 0.00204772
164.5 	 46 	 0.0089432
165 	 44 	 0.00513466
165.5 	 55 	 0.00875231
166 	 47 	 0.00698545
166.5 	 59 	 0.00519969
167 	 90 	 0.0125538
167.5 	 76 	 0.00983533
168 	 80 	 0.00422361
168.5 	 68 	 0.00273994
169 	 57 	 0.033086
169.5 	 67 	 0.00251051
170 	 63 	 0.0136577
170.5 	 70 	 0.00565397
171 	 78 	 0.00723221
171.5 	 79 	 0.00445777
172 	 79 	 0.00401387
172.5 	 50 	 0.00213556
173 	 46 	 0.0343592
173.5 	 102 	 0.053123
174 	 52 	 0.0108413
174.5 	 40 	 0.0046561
175 	 46 	 0.0278682
175.5 	 56 	 0.0199078
176 	 58 	 0.00690329
176.5 	 51 	 0.00990731
177 	 49 	 0.0108468
177.5 	 43 	 0.0457065
178 	 51 	 0.0508185
178.5 	 41 	 0.00568263
179 	 40 	 0.00230555
179.5 	 37 	 0.00747889
180 	 21 	 0.00218948
180.5 	 39 	 0.0225344
181 	 36 	 0.00565678
181.5 	 20 	 0.00028665
182 	 20 	 0.00028695
182.5 	 20 	 0.00050045
183 	 20 	 0.00028675
183.5 	 20 	 0.00039345
184 	 20 	 0.00028695
184.5 	 36 	 0.00108478
185 	 33 	 0.00228421
185.5 	 46 	 0.0456066
186 	 64 	 0.0301497
186.5 	 73 	 0.0322187
187 	 99 	 0.00996871
187.5 	 141 	 0.01996
188 	 72 	 0.0279573
188.5 	 57 	 0.00491837
189 	 60 	 0.0289491
189.5 	 55 	 0.057777
190 	 101 	 0.0769181
190.5 	 120 	 0.126182
191 	 91 	 0.0602352
191.5 	 67 	 0.0152292
192 	 81 	 0.00519311
192.5 	 81 	 0.00864104
193 	 83 	 0.00700182
193.5 	 60 	 0.0040563
194 	 76 	 0.0476179
194.5 	 76 	 0.0556558
195 	 70 	 0.136749
195.5 	 48 	 0.0869373
196 	 46 	 0.0306645
196.5 	 62 	 0.0300914
197 	 54 	 0.0461471
197.5 	 40 	 0.0418568
198 	 40 	 0.0094094
198.5 	 28 	 0.00305914
199 	 30 	 0.0159973
199.5 	 45 	 0.0190436
200 	 57 	 0.00626219
200.5 	 27 	 0.0107252
201 	 22 	 0.0213271
201.5 	 53 	 0.0155666
202 	 48 	 0.0183851
202.5 	 40 	 0.0046173
203 	 39 	 0.00472392
203.5 	 31 	 0.0204239
204 	 40 	 0.00389178
204.5 	 40 	 0.00424175
205 	 40 	 0.0039432
205.5 	 35 	 0.006024
206 	 40 	 0.00357222
206.5 	 40 	 0.0035956
207 	 40 	 0.00352795
207.5 	 30 	 0.00585743
208 	 20 	 0.00247295
208.5 	 52 	 0.0202802
209 	 64 	 0.021847
209.5 	 38 	 0.0928989
210 	 20 	 0.0031098
210.5 	 19 	 0.0124021
211 	 21 	 0.0295355
211.5 	 20 	 0.00250675
212 	 19 	 0.00151558
212.5 	 20 	 0.0040394
213 	 9 	 0.0103157
213.5 	 0 	 0
214 	 11 	 0.00859445
214.5 	 3 	 0.00432
215 	 12 	 0.00890467
215.5 	 37 	 0.00270622
216 	 20 	 0.001805
216.5 	 32 	 0.00640513
217 	 22 	 0.00232764
217.5 	 20 	 0.0048848
218 	 35 	 0.0249093
218.5 	 43 	 0.0564842
219 	 42 	 0.00389779
219.5 	 55 	 0.00512676
220 	 67 	 0.00482922
220.5 	 57 	 0.00711809
221 	 74 	 0.00687514
221.5 	 85 	 0.0113834
222 	 56 	 0.00927595
222.5 	 46 	 0.00506104
223 	 25 	 0.0033412
223.5 	 21 	 0.0133781
224 	 57 	 0.141153
224.5 	 43 	 0.0220332
225 	 13 	 0.499236
225.5 	 1 	 0.018565
226 	 7 	 0.048914
226.5 	 21 	 0.222087
227 	 55 	 0.236701
227.5 	 40 	 0.0933117
228 	 20 	 0.00545835
228.5 	 27 	 0.0125901
229 	 20 	 0.00463425
229.5 	 22 	 0.00808705
230 	 20 	 0.0010572
230.5 	 20 	 0.00100005
231 	 20 	 0.0006996
231.5 	 20 	 0.00104215
232 	 21 	 0.00800467
232.5 	 18 	 0.0463907
233 	 19 	 0.0616786
233.5 	 54 	 0.0573799
234 	 31 	 0.0275751
234.5 	 50 	 0.0105506
235 	 42 	 0.00782552
235.5 	 40 	 0.00413045
236 	 29 	 0.0144655
236.5 	 24 	 0.00298258
237 	 9 	 0.194174
237.5 	 9 	 0.0636161
238 	 25 	 0.0484706
238.5 	 49 	 0.017805
239 	 37 	 0.00740443
239.5 	 24 	 0.00176288
240 	 26 	 0.0400701
240.5 	 32 	 0.00569791
241 	 21 	 0.00293148
241.5 	 33 	 0.0466852
242 	 88 	 0.0849195
242.5 	 33 	 0.0215831
243 	 27 	 0.0227798
243.5 	 15 	 0.00793367
244 	 1 	 0.000287
244.5 	 1 	 0.004304
245 	 58 	 0.0201461
245.5 	 48 	 0.00483515
246 	 42 	 0.00365121
246.5 	 40 	 0.000969075
247 	 40 	 0.00102225
247.5 	 52 	 0.0161141
248 	 76 	 0.0768468
248.5 	 76 	 0.0900891
249 	 36 	 0.0106739
249.5 	 38 	 0.00500853
250 	 20 	 0.0002866
250.5 	 27 	 0.0209471
251 	 32 	 0.00743684
251.5 	 96 	 0.0680079
252 	 80 	 0.00965938
252.5 	 61 	 0.00910846
253 	 60 	 0.0059531
253.5 	 57 	 0.00817428
254 	 21 	 0.00844924
254.5 	 20 	 0.0002864
255 	 20 	 0.0002867
255.5 	 20 	 0.00039115
256 	 20 	 0.00028655
256.5 	 20 	 0.0002869
257 	 20 	 0.00028675
257.5 	 20 	 0.0002869
258 	 41 	 0.00281044
258.5 	 40 	 0.002726
259 	 40 	 0.00230327
259.5 	 40 	 0.00187298
260 	 40 	 0.00271865
260.5 	 40 	 0.00340237
261 	 36 	 0.0221434
261.5 	 37 	 0.00835159
262 	 34 	 0.0112693
262.5 	 24 	 0.0365375
263 	 18 	 0.000286611
263.5 	 22 	 0.0202574
264 	 34 	 0.0512782
264.5 	 38 	 0.00439795
265 	 32 	 0.00598731
265.5 	 29 	 0.12967
266 	 65 	 0.0513684
266.5 	 57 	 0.00977744
267 	 45 	 0.0123436
267.5 	 63 	 0.0390945
268 	 47 	 0.0117891
268.5 	 40 	 0.00704785
269 	 37 	 0.00415908
269.5 	 91 	 0.0990817
270 	 63 	 0.0847986
270.5 	 62 	 0.0107553
271 	 56 	 0.0107075
271.5 	 48 	 0.00661052
272 	 33 	 0.0348048
272.5 	 10 	 0.0526892
273 	 18 	 0.062699
273.5 	 66 	 0.106557
274 	 30 	 0.0449206
274.5 	 20 	 0.0763372
275 	 0 	 0
275.5 	 5 	 0.198002
276 	 42 	 0.40222
276.5 	 7 	 0.114235
277 	 8 	 0.206156
277.5 	 0 	 0
278 	 0 	 0
278.5 	 0 	 0
279 	 0 	 0
279.5 	 0 	 0
280 	 0 	 0
280.5 	 0 	 0
281 	 18 	 0.0336278
281.5 	 21 	 0.146053
282 	 0 	 0
282.5 	 4 	 0.046753
283 	 13 	 0.0607664
283.5 	 24 	 0.00960288
284 	 11 	 0.0366347
284.5 	 25 	 0.0176478
285 	 4 	 0.316783
285.5 	 3 	 0.46412
286 	 0 	 0
286.5 	 0 	 0
287 	 0 	 0
287.5 	 0 	 0
288 	 0 	 0
288.5 	 0 	 0
289 	 7 	 0.124561
289.5 	 1 	 0.181879
290 	 0 	 0
290.5 	 0 	 0
291 	 0 	 0
291.5 	 0 	 0
292 	 0 	 0
292.5 	 0 	 0
293 	 0 	 0
293.5 	 0 	 0
294 	 0 	 0
294.5 	 0 	 0
295 	 0 	 0
295.5 	 0 	 0
296 	 0 	 0
296.5 	 0 	 0
297 	 0 	 0
297.5 	 0 	 0
298 	 0 	 0
298.5 	 1 	 0.004518
299 	 2 	 0.0728245
299.5 	 19 	 0.213271
300 	 11 	 0.019072
300.5 	 0 	 0
301 	 0 	 0
